[Header],B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX
,3932117796.517,299.943893432617,-361.602874755859,-0.00863927845408189,6.28369432870647E-6,1,0.999253354069792,40.0298881530762,1.99473162910937,4.72000008448958,-0.0977197280234235,-0.0169880539917316,2.5,-1.89593557413122E-6,-0.00863903391821196,-7.63383210080108E-6,299.944396972656,299.944396972656,-369.139251708984,-354.066497802734,49.5060055225245,17.0893562271033,48.3013229370117,0,0,0,40,299.941101074219,1,6,1,1.89971923828125,52.7859268188477,,,,,,,,,,,,,,,,
,3932117797.536,299.943313598633,-341.460006713867,-0.00849603307390871,6.54241125845676E-6,1,0.999253354069792,40.0298881530762,1.99473023853995,4.72000008448958,-0.0960983207749929,-0.0167126004341408,2.5,-2.41536381103442E-6,-0.00849579237834769,-8.05812959933663E-6,299.943389892578,299.943389892578,-354.066497802734,-328.853515625,49.5458685770052,17.0900885471125,48.3031234741211,0,0,0,40,299.940368652344,1,6,1,1.91024780273438,52.7859268188477,,,,,,,,,,,,,,,,
,3932117798.542,299.943313598633,-321.338485717773,-0.00835063010951782,6.94145978201603E-6,1,0.999253354069792,40.0298881530762,1.99474595164492,4.72000008448958,-0.0944539645804129,-0.0164291493720918,2.5,-2.59038279809842E-6,-0.00835039338868799,-8.1365807709004E-6,299.943237304687,299.943237304687,-328.853515625,-313.823455810547,50.0203170881784,17.0915098679485,48.3062782287598,0,0,0,40,299.941101074219,1,6,1,1.903076171875,52.7859268188477,,,,,,,,,,,,,,,,
,3932117799.5315,299.943099975586,-301.259628295898,-0.00819643312511638,7.27980487848419E-6,1,0.999253354069792,40.0298881530762,1.99470789146472,4.72000008448958,-0.0927086698233855,-0.0161224332429137,2.5,-2.27284095118118E-6,-0.00819620100789372,-7.71664836858326E-6,299.943389892578,299.943389892578,-313.823455810547,-288.69580078125,49.7115738230822,17.0922651523101,48.3067283630371,0,0,0,40,299.941101074219,1,6,1,1.89956665039062,52.7859268188477,,,,,,,,,,,,,,,,
,3932117800.556,299.942810058594,-281.17839050293,-0.00803244208879272,7.60038431146974E-6,1,0.999253354069792,40.0298881530762,1.99466894759495,4.72000008448958,-0.0908535221698118,-0.0157912808900159,2.5,-1.49496713087446E-6,-0.00803221517338965,-6.82989292196862E-6,299.942810058594,299.942810058594,-288.69580078125,-273.660980224609,50.1055145967745,17.0902465118519,48.3110084533691,0,0,0,40,299.940368652344,1,6,1,1.90139770507813,52.7859268188477,,,,,,,,,,,,,,,,
,3932117801.566,299.943374633789,-260.940658569336,-0.00786112070575586,8.03074304087198E-6,1,0.999253354069792,40.0298881530762,1.99473308540119,4.72000008448958,-0.0889155621794603,-0.0154718021434129,2.5,-2.95273482623864E-6,-0.00786089750255656,-8.17382891117409E-6,299.942810058594,299.942810058594,-273.660980224609,-248.220336914062,49.331702362736,17.0902962553678,48.3107833862305,0,0,0,40,299.941528320313,1,6,1,1.900634765625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117802.5755,299.943023681641,-240.707672119141,-0.00768078276531532,8.40479057534176E-6,1,0.999253354069792,40.0298881530762,1.99470387558292,4.72000008448958,-0.086876856641933,-0.015103499065296,2.5,-1.72160241903981E-6,-0.00768056553788389,-6.82297052708418E-6,299.943939208984,299.943939208984,-248.220336914062,-233.195007324219,49.6842168249091,17.0900258203244,48.3094291687012,0,0,0,40,299.938079833984,1,6,1,1.90277099609375,52.7859268188477,,,,,,,,,,,,,,,,
,3932117803.525,299.942596435547,-223.173377990723,-0.00749080742512856,8.88189620070646E-6,1,0.999253354069792,40.0298881530762,1.99468302034802,4.72000008448958,-0.0847272083796798,-0.0147297670670386,2.5,-1.67757200314312E-6,-0.00749059566996664,-6.65277929468594E-6,299.942108154297,299.942108154297,-233.195007324219,-213.151748657227,49.6412272563514,17.0918991002613,48.3078536987305,0,0,0,40,299.940948486328,1,6,1,1.90231323242187,52.7859268188477,,,,,,,,,,,,,,,,
,3932117804.493,299.942596435547,-203.075569152832,-0.00728753748205583,9.51840060533727E-6,1,0.999253354069792,40.0298881530762,1.99470143636859,4.72000008448958,-0.0824275595031905,-0.0143372785695256,2.5,-2.25883479250554E-6,-0.00728733105605763,-7.09902545623158E-6,299.943084716797,299.943084716797,-213.151748657227,-192.999389648438,49.5255462355052,17.0903805201309,48.3053779602051,0,0,0,40,299.941101074219,1,6,1,1.90078735351562,52.7859268188477,,,,,,,,,,,,,,,,
,3932117805.5385,299.942596435547,-182.920837402344,-0.00707162788118113,1.02651535859924E-5,1,0.999253354069792,40.0298881530762,1.9947510105436,4.72000008448958,-0.0799901843114372,-0.0138966427807456,2.5,-7.60215191418695E-7,-0.00707142852124856,-5.45705209759732E-6,299.942108154297,299.942108154297,-192.999389648438,-172.84228515625,49.8100590165053,17.0879509992014,48.3103294372559,0,0,0,40,299.941101074219,1,6,1,1.91024780273438,52.7859268188477,,,,,,,,,,,,,,,,
,3932117806.565,299.94287109375,-162.749504089355,-0.00684236836955556,1.08740826871258E-5,1,0.999253354069792,40.0298881530762,1.99471634135831,4.72000008448958,-0.0773937078878484,-0.0134570040866968,2.5,-1.71778918544137E-6,-0.00684217476160177,-6.26233086609581E-6,299.943084716797,299.943084716797,-172.84228515625,-152.656723022461,49.8319446150437,17.0896757184818,48.3114585876465,0,0,0,40,299.942810058594,1,6,1,1.91375732421875,53.2746849060059,,,,,,,,,,,,,,,,
,3932117807.5395,299.943023681641,-142.651679992676,-0.00659357327374931,1.1727815731153E-5,1,0.999253354069792,40.0298881530762,1.99472092378307,4.72000008448958,-0.0745813718415101,-0.0129584555430785,2.5,-8.36019231322916E-7,-0.00659338721799283,-5.21534400241685E-6,299.942657470703,299.942657470703,-152.656723022461,-132.646636962891,49.6451353989476,17.0887755002995,48.3033485412598,0,0,0,40,299.942108154297,1,6,1,1.900634765625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117808.508,299.943099975586,-122.655830383301,-0.0063276726721045,1.2694963137501E-5,1,0.999253354069792,40.0298881530762,1.99471957683813,4.72000008448958,-0.0715746436262682,-0.0124302284089673,2.5,-3.0366499397839E-7,-0.00632749443515089,-4.50640258423231E-6,299.943389892578,299.943389892578,-132.646636962891,-112.665023803711,49.7592531627553,17.0895002717024,48.304027557373,0,0,0,40,299.939819335937,1,6,1,1.9036865234375,52.7859268188477,,,,,,,,,,,,,,,,
,3932117809.474,299.943099975586,-102.733501434326,-0.0060409380091873,1.35452437977287E-5,1,0.999253354069792,40.0298881530762,1.99469884740714,4.72000008448958,-0.0683312451576433,-0.0118631150439172,2.5,3.95345964390497E-8,-0.00604076806723174,-3.97277340458437E-6,299.942810058594,299.942810058594,-112.665023803711,-92.8019790649414,49.6803086823129,17.0908493885452,48.3078536987305,0,0,0,40,299.942535400391,1,6,1,1.90093994140625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117810.516,299.943023681641,-82.8941688537598,-0.0057284354164357,1.47918016399606E-5,1,0.999253354069792,40.0298881530762,1.99469938243511,4.72000008448958,-0.0647973231495018,-0.0112442946335906,2.5,4.9144999554385E-7,-0.00572827458029642,-3.31331714336177E-6,299.943389892578,299.943389892578,-92.8019790649414,-72.9863586425781,49.6552965696976,17.0907945102386,48.3083038330078,0,0,0,40,299.940948486328,1,6,1,1.90338134765625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117811.571,299.942733764648,-62.9030647277832,-0.00537684975966487,1.68599797824893E-5,1,0.999253354069792,40.0298881530762,1.99470996652515,4.72000008448958,-0.0608188310029901,-0.010564790695429,2.5,-4.72839612075772E-7,-0.00537669822233357,-4.04406969739179E-6,299.942657470703,299.942657470703,-72.9863586425781,-52.8197708129883,49.4919362091783,17.0900705444964,48.3071784973145,0,0,0,40,299.941101074219,1,6,1,1.91116333007813,52.7859268188477,,,,,,,,,,,,,,,,
,3932117812.56,299.942947387695,-43.0020732879639,-0.0049842560573297,1.92459622360801E-5,1,0.999253354069792,40.0298881530762,1.99468995525085,4.72000008448958,-0.0563799542133991,-0.00977954056663126,2.5,7.78287691705465E-7,-0.00498411635931003,-2.53222243394663E-6,299.942810058594,299.942810058594,-52.8197708129883,-33.1843757629395,49.8389792717168,17.0892262958676,48.3119087219238,0,0,0,40,299.941528320313,1,6,1,1.8994140625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117813.5325,299.942596435547,-23.0915970802307,-0.00452622399651866,2.26818766407006E-5,1,0.999253354069792,40.0298881530762,1.99475619027285,4.72000008448958,-0.0512022504065435,-0.00887111449883076,2.5,1.59184764163122E-6,-0.00452609777290087,-1.41447299025633E-6,299.943084716797,299.943084716797,-33.1843757629395,-12.998818397522,49.6193416578129,17.0879572052736,48.3164100646973,0,0,0,40,299.941955566406,1,6,1,1.91253662109375,51.808406829834,,,,,,,,,,,,,,,,
,3932117814.517,299.942749023438,-6.71454477310181,-0.00403344292627987,1.70084289356198E-5,1,0.999253354069792,40.0298881530762,1.99471942758521,4.72000008448958,-0.0456243264151504,-0.007920129501413,2.5,9.46407428156704E-8,-0.00403332954637525,-2.58433760940556E-6,299.942108154297,299.942108154297,-12.998818397522,-0.430271148681641,49.7444022208899,17.0906747983886,48.3125839233398,0,0,0,40,299.941802978516,1,4,1,1.91360473632813,52.7859268188477,,,,,,,,,,,,,,,,
,3932117818.584,299.942596435547,-0.0982718020677567,-0.0039126630602774,5.58218070064816E-7,1,0.999253354069792,40.0298881530762,1.99468947159836,4.72000008448958,-0.0442544995573501,-0.00770004366615752,2.5,-1.42794477771782E-6,-0.00391255208451488,-4.02666159890634E-6,299.943511962891,299.943511962891,-0.103014655411243,-0.0935289487242699,49.9171421236399,17.0905560425365,48.3121337890625,0,0,0,40,299.941101074219,1,4,1,1.89987182617187,53.2746849060059,,,,,,,,,,,,,,,,
,3932117826.4815,299.942535400391,-5.27746152877808,-0.00390926141292037,5.99088322143096E-7,1,0.999253354069792,40.0298881530762,1.9947135379778,4.72000008448958,-0.0442173967109113,-0.00768849656235694,2.5,-9.89789870178055E-7,-0.00390915083125989,-3.58625986681693E-6,299.942535400391,299.942535400391,-6.52483034133911,-4.03009271621704,49.3903245016783,17.0884699522132,48.3157348632812,0,0,0,40,299.938507080078,1,6,1,1.89987182617187,52.7859268188477,,,,,,,,,,,,,,,,
,3932117826.744,299.942535400391,-11.4692490100861,-0.00398362612209149,9.08487933943732E-6,1,0.999253354069792,40.0298881530762,1.99475635811221,4.72000008448958,-0.0450577218401883,-0.00784493909738558,2.5,-1.89483996573372E-6,-0.00398351284831072,-4.54067622726952E-6,299.942535400391,299.942535400391,-16.413667678833,-6.52483034133911,49.6818719393514,17.0888118732541,48.3177642822266,0,0,0,40,299.940521240234,1,6,1,1.90078735351562,52.7859268188477,,,,,,,,,,,,,,,,
,3932117827.4975,299.943023681641,-26.4803628921509,-0.00421130000024019,1.1259325972249E-5,1,0.999253354069792,40.0298881530762,1.99469453049586,4.72000008448958,-0.0476285735654416,-0.00830965967405749,2.5,-3.47166401437712E-6,-0.00421117921373533,-6.26866736485879E-6,299.942535400391,299.942535400391,-36.5470581054687,-16.413667678833,49.6654577404476,17.0881738835285,48.3177642822266,0,0,0,40,299.940795898438,1,6,1,1.90322875976562,52.7859268188477,,,,,,,,,,,,,,,,
,3932117828.5105,299.943161010742,-45.5252685546875,-0.00447206295712417,1.22986572493103E-5,1,0.999253354069792,40.0298881530762,1.99471092006176,4.72000008448958,-0.0505801095084653,-0.00881283986544248,2.5,-2.67683533794412E-6,-0.0044719353435106,-5.64705223756795E-6,299.943511962891,299.943511962891,-54.5034790039063,-36.5470581054687,49.8725892980437,17.0881670800364,48.3191146850586,0,0,0,40,299.941375732422,1,6,1,1.90261840820313,52.7859268188477,,,,,,,,,,,,,,,,
,3932117829.532,299.943099975586,-65.7701148986816,-0.00475085865613903,1.30213831175265E-5,1,0.999253354069792,40.0298881530762,1.99473150347296,4.72000008448958,-0.0537325764793262,-0.00936990525106467,2.5,-3.51255111712966E-6,-0.0047507226519842,-6.66791421511337E-6,299.942810058594,299.942810058594,-77.036750793457,-54.5034790039063,49.9015095532553,17.0886570019796,48.3152847290039,0,0,0,40,299.941528320313,1,6,1,1.9122314453125,52.7859268188477,,,,,,,,,,,,,,,,
,3932117830.563,299.943237304687,-87.0512771606445,-0.00504160978660422,1.32770697042142E-5,1,0.999253354069792,40.0298881530762,1.99475270297683,4.72000008448958,-0.0570237496953871,-0.00993093013321609,2.5,-2.62138805103463E-6,-0.00504146617270291,-5.96988304346785E-6,299.943389892578,299.943389892578,-97.065803527832,-77.036750793457,49.7459654779283,17.0888548958469,48.3170852661133,0,0,0,40,299.940093994141,1,6,1,1.91299438476562,52.7859268188477,,,,,,,,,,,,,,,,
,3932117831.565,299.942810058594,-107.141979217529,-0.00533544832792604,1.32977342850095E-5,1,0.999253354069792,40.0298881530762,1.99474650151682,4.72000008448958,-0.060347937411011,-0.0105046864077236,2.5,-2.330937851863E-6,-0.00533529670922443,-5.87460576157116E-6,299.943084716797,299.943084716797,-117.218154907227,-97.065803527832,49.842887414313,17.0884153076488,48.3179893493652,0,0,0,40,299.940093994141,1,6,1,1.90261840820313,52.7859268188477,,,,,,,,,,,,,,,,
,3932117832.5555,299.942672729492,-126.011390686035,-0.00562198550430568,1.28786379777387E-5,1,0.999253354069792,40.0298881530762,1.9947721294053,4.72000008448958,-0.0635868412045628,-0.0110852961261828,2.5,-3.8992786487557E-6,-0.00562182480883988,-7.63321364959553E-6,299.942535400391,299.942535400391,-134.804626464844,-117.218154907227,50.1164573960438,17.0883394658255,48.3195648193359,0,0,0,40,299.941802978516,1,6,1,1.90170288085938,52.7859268188477,,,,,,,,,,,,,,,,
,3932117833.541,299.942733764648,-144.883186340332,-0.00589658625609811,1.24462487136267E-5,1,0.999253354069792,40.0298881530762,1.99480528504212,4.72000008448958,-0.0666972314528018,-0.0116068788015371,2.5,-2.31687549937381E-6,-0.00589641887846767,-6.23323462335803E-6,299.942810058594,299.942810058594,-154.96174621582,-134.804626464844,49.6435721419091,17.0894097114319,48.3179893493652,0,0,0,40,299.942810058594,1,6,1,1.90353393554687,52.7859268188477,,,,,,,,,,,,,,,,
,3932117834.5285,299.94287109375,-165.061637878418,-0.00616369254482424,1.19265655155795E-5,1,0.999253354069792,40.0298881530762,1.99478979876285,4.72000008448958,-0.0697159329700498,-0.012144421626626,2.5,-3.47027575727531E-6,-0.00616351686324135,-7.56400195487481E-6,299.942657470703,299.942657470703,-175.161529541016,-154.96174621582,49.5013157514091,17.0893494425142,48.3164100646973,0,0,0,40,299.940521240234,1,6,1,1.90261840820313,57.673511505127,,,,,,,,,,,,,,,,
,3932117835.5075,299.943084716797,-185.330192565918,-0.00641718141600839,1.12654487588152E-5,1,0.999253354069792,40.0298881530762,1.99476791156947,4.72000008448958,-0.0725839038069611,-0.0126345773833346,2.5,-2.80289445340952E-6,-0.00641699900554181,-7.06499226416307E-6,299.943084716797,299.943084716797,-195.49885559082,-175.161529541016,49.6599863408129,17.0885862677656,48.3164100646973,0,0,0,40,299.941528320313,1,6,1,1.90338134765625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117836.4825,299.94287109375,-204.28498840332,-0.00665943961354883,1.08040777127989E-5,1,0.999253354069792,40.0298881530762,1.99469841583475,4.72000008448958,-0.0753201906877302,-0.0131188179967863,2.5,-3.5899857502482E-6,-0.00665924990896405,-8.01296213091191E-6,299.943084716797,299.943084716797,-213.07112121582,-195.49885559082,49.7811387612937,17.0878726928932,48.3139343261719,0,0,0,40,299.941375732422,1,6,1,1.90231323242187,52.7859268188477,,,,,,,,,,,,,,,,
,3932117837.5225,299.94287109375,-224.257125854492,-0.00688629849444498,1.00766097533929E-5,1,0.999253354069792,40.0298881530762,1.99474858993452,4.72000008448958,-0.0778886376457466,-0.0135618961077699,2.5,-3.34514823557308E-6,-0.00688610257193909,-7.91879965103044E-6,299.942657470703,299.942657470703,-235.443130493164,-213.07112121582,49.8139671591014,17.0902650099053,48.3175354003906,0,0,0,40,299.943389892578,1,6,1,1.89926147460938,52.7859268188477,,,,,,,,,,,,,,,,
,3932117838.556,299.942810058594,-245.618896484375,-0.00710498838477701,9.76455443319683E-6,1,0.999253354069792,40.0298881530762,1.99474926816928,4.72000008448958,-0.0803616678714713,-0.0139956133087418,2.5,-3.71873175614985E-6,-0.00710478607691742,-8.43761512726215E-6,299.943084716797,299.943084716797,-255.794662475586,-235.443130493164,49.646698655986,17.0898273577679,48.317310333252,0,0,0,40,299.940368652344,1,6,1,1.90078735351562,52.7859268188477,,,,,,,,,,,,,,,,
,3932117839.508,299.942108154297,-264.746788024902,-0.00731375939976501,9.3621936228279E-6,1,0.999253354069792,40.0298881530762,1.99473488648319,4.72000008448958,-0.0827243600497011,-0.014395585401322,2.5,-2.84038180425067E-6,-0.0073135519629336,-7.69795722335296E-6,299.942535400391,299.942535400391,-273.698913574219,-255.794662475586,49.8577383561783,17.0897304686093,48.3089790344238,0,0,0,40,299.940368652344,1,6,1,1.91268920898438,52.7859268188477,,,,,,,,,,,,,,,,
,3932117840.496,299.94189453125,-283.784591674805,-0.00751453260276567,9.05155215699251E-6,1,0.999253354069792,40.0298881530762,1.99472210560575,4.72000008448958,-0.0849952319415139,-0.0147878334437272,2.5,-2.66725812882231E-6,-0.00751431968869343,-7.65818426214068E-6,299.941680908203,299.941680908203,-293.870269775391,-273.698913574219,49.5669725470245,17.0900278245234,48.3143844604492,0,0,0,40,299.942810058594,1,6,1,1.90078735351562,53.2746849060059,,,,,,,,,,,,,,,,
,3932117841.4895,299.94189453125,-303.965423583984,-0.00770683125481206,8.94319328400789E-6,1,0.999253354069792,40.0298881530762,1.99473284026436,4.72000008448958,-0.0871670063002221,-0.01518779261136,2.5,-4.63238762513457E-6,-0.00770661163315793,-9.75097057668145E-6,299.942108154297,299.942108154297,-314.060577392578,-293.870269775391,49.5904214026014,17.0881293523225,48.3139343261719,0,0,0,40,299.941528320313,1,6,1,1.90109252929687,52.7859268188477,,,,,,,,,,,,,,,,
,3932117842.464,299.942535400391,-324.037155151367,-0.00789021182522052,8.10523869386517E-6,1,0.999253354069792,40.0298881530762,1.99473590530327,4.72000008448958,-0.0892444617192365,-0.0155306233704299,2.5,-3.10019037850419E-6,-0.00788998791291395,-8.34059126929908E-6,299.941680908203,299.941680908203,-334.013732910156,-314.060577392578,49.7397124497745,17.0884157351041,48.3164100646973,0,0,0,40,299.9423828125,1,6,1,1.90200805664062,52.7859268188477,,,,,,,,,,,,,,,,
,3932117843.46,299.943099975586,-343.926284790039,-0.00806756497562636,8.22188905689982E-6,1,0.999253354069792,40.0298881530762,1.9947286548702,4.72000008448958,-0.0912500821569076,-0.0158800123356028,2.5,-3.20114158823218E-6,-0.00806733586937994,-8.55931183685364E-6,299.943389892578,299.943389892578,-353.838836669922,-334.013732910156,49.9601316921976,17.0897425118227,48.3188896179199,0,0,0,40,299.941101074219,1,6,1,1.90017700195313,52.7859268188477,,,,,,,,,,,,,,,,
,3932117844.5105,299.943023681641,-364.941848754883,-0.00823591022715709,7.44912806118772E-6,1,0.999253354069792,40.0298881530762,1.99479725947637,4.72000008448958,-0.0931554760566195,-0.0162222803468567,2.5,-4.18416692628599E-6,-0.00823567575201583,-9.65411136242512E-6,299.942810058594,299.942810058594,-376.044860839844,-353.838836669922,49.4567629258129,17.0880656307042,48.321590423584,0,0,0,40,299.942810058594,1,6,1,1.900634765625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117845.539,299.942672729492,-384.774078369141,-0.00840026588831371,7.35718221580614E-6,1,0.999253354069792,40.0298881530762,1.99473288365666,4.72000008448958,-0.0950124389548396,-0.0165402836486019,2.5,-3.80669906880098E-6,-0.00840002713232393,-9.38581246173157E-6,299.943237304687,299.943237304687,-393.503295898438,-376.044860839844,49.9695112344284,17.0892054398147,48.3247451782227,0,0,0,40,299.941528320313,1,6,1,1.90414428710938,52.7859268188477,,,,,,,,,,,,,,,,
,3932117846.5125,299.942596435547,-403.648223876953,-0.00855936840261118,7.12753538207625E-6,1,0.999253354069792,40.0298881530762,1.99471346860359,4.72000008448958,-0.0968109044791746,-0.0168544371231855,2.5,-3.97035022633503E-6,-0.0085591250848364,-9.65512241841025E-6,299.942108154297,299.942108154297,-413.793151855469,-393.503295898438,49.7772306186976,17.090560846322,48.3287963867188,0,0,0,40,299.941802978516,1,6,1,1.91146850585938,52.7859268188477,,,,,,,,,,,,,,,,
,3932117847.482,299.943237304687,-422.669403076172,-0.00871504154053641,7.04869071668841E-6,1,0.999253354069792,40.0298881530762,1.99473907410138,4.72000008448958,-0.0985729555981629,-0.017160665828826,2.5,-3.99640353142562E-6,-0.00871479365609432,-9.78454360428813E-6,299.943084716797,299.943084716797,-431.545654296875,-413.793151855469,49.4278426706014,17.0888749406504,48.3348770141602,0,0,0,40,299.940795898438,1,6,1,1.89926147460938,52.7859268188477,,,,,,,,,,,,,,,,
,3932117848.51,299.942962646484,-442.845474243164,-0.00886572840191559,6.74883031543207E-6,1,0.999253354069792,40.0298881530762,1.99474801347151,4.72000008448958,-0.100279383614459,-0.0174480961247026,2.5,-3.2379903209516E-6,-0.00886547685743382,-9.12622860891287E-6,299.943389892578,299.943389892578,-454.145294189453,-431.545654296875,49.7139187086399,17.0889177991881,48.3278961181641,0,0,0,40,299.942962646484,1,6,1,1.8994140625,53.2746849060059,,,,,,,,,,,,,,,,
,3932117849.5435,299.942810058594,-464.211990356445,-0.00901271107822801,6.80426536400014E-6,1,0.999253354069792,40.0298881530762,1.99471876562738,4.72000008448958,-0.101940342139261,-0.0177377438321548,2.5,-3.34741480883153E-6,-0.00901245537008998,-9.33326284556795E-6,299.942535400391,299.942535400391,-474.278686523438,-454.145294189453,49.6576414552553,17.0913236736252,48.325870513916,0,0,0,40,299.9423828125,1,6,1,1.90216064453125,52.7859268188477,,,,,,,,,,,,,,,,
,3932117850.5305,299.943450927734,-484.433135986328,-0.00915499229128483,6.44750496078208E-6,1,0.999253354069792,40.0298881530762,1.99475002716853,4.72000008448958,-0.103550148160801,-0.0180241348840461,2.5,-3.93943106698341E-6,-0.00915473200766622,-1.00197336882802E-5,299.943084716797,299.943084716797,-494.587585449219,-474.278686523438,49.8186569302168,17.0902827668079,48.325870513916,0,0,0,40,299.941528320313,1,6,1,1.900634765625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117851.512,299.943878173828,-503.245635986328,-0.00929359092630241,6.47503433496554E-6,1,0.999253354069792,40.0298881530762,1.99473183165161,4.72000008448958,-0.105119237359331,-0.0182832827436615,2.5,-2.80023042789951E-6,-0.00929332737651534,-8.97259570680325E-6,299.943817138672,299.943817138672,-511.903686523438,-494.587585449219,49.7959897031591,17.0903538973584,48.3276710510254,0,0,0,40,299.942810058594,1,6,1,1.91177368164062,52.7859268188477,,,,,,,,,,,,,,,,
,3932117852.4665,299.943725585937,-521.986999511719,-0.00942731528081578,6.22277291540442E-6,1,0.999253354069792,40.0298881530762,1.99473877188674,4.72000008448958,-0.10662994656999,-0.0185590721358269,2.5,-3.95896316341675E-6,-0.0094270472415706,-1.02201029492898E-5,299.943939208984,299.943939208984,-532.0703125,-511.903686523438,49.9859254333322,17.088345644691,48.324520111084,0,0,0,40,299.9423828125,1,6,1,1.9024658203125,52.7859268188477,,,,,,,,,,,,,,,,
,3932117853.5015,299.94401550293,-543.178070068359,-0.00956111162878504,6.00885235632337E-6,1,0.999253354069792,40.0298881530762,1.9947147079968,4.72000008448958,-0.108141748518498,-0.0188238479139181,2.5,-4.15631640161335E-6,-0.00956083960702294,-1.05062925290927E-5,299.943511962891,299.943511962891,-554.285827636719,-532.0703125,49.870244412486,17.0900824067433,48.3184394836426,0,0,0,40,299.93994140625,1,6,1,1.90017700195313,52.7859268188477,,,,,,,,,,,,,,,,
,3932117854.552,299.943954467773,-564.373840332031,-0.00968992852759913,6.20283000071334E-6,1,0.999253354069792,40.0298881530762,1.99475620186485,4.72000008448958,-0.109602541468019,-0.0190686086937319,2.5,-3.39590030882754E-6,-0.0096896534026272,-9.83144098425354E-6,299.944519042969,299.944519042969,-574.461853027344,-554.285827636719,49.5263278640245,17.0886341417478,48.3256454467773,0,0,0,40,299.940368652344,1,6,1,1.91238403320313,52.7859268188477,,,,,,,,,,,,,,,,
,3932117855.563,299.943603515625,-584.552307128906,-0.00982277846776811,6.15415131447839E-6,1,0.999253354069792,40.0298881530762,1.99476021822315,4.72000008448958,-0.111103348711734,-0.0193420117494037,2.5,-4.4973659174753E-6,-0.00982249897807329,-1.10211050960704E-5,299.943389892578,299.943389892578,-594.642761230469,-574.461853027344,49.7858285324091,17.0894172145263,48.3238410949707,0,0,0,40,299.93994140625,1,6,1,1.90048217773438,52.7859268188477,,,,,,,,,,,,,,,,
,3932117856.574,299.944107055664,-604.643035888672,-0.00996819854196407,7.01476706227191E-6,1,0.999253354069792,40.0298881530762,1.99475804180097,4.72000008448958,-0.112748070925827,-0.0196281816168864,2.5,-4.55022059984551E-6,-0.00996791476951446,-1.11705135517856E-5,299.943817138672,299.943817138672,-614.643310546875,-594.642761230469,49.6693658830437,17.0897731639906,48.327220916748,0,0,0,40,299.941101074219,1,6,1,1.900634765625,52.7859268188477,,,,,,,,,,,,,,,,
,3932117857.5735,299.943740844727,-624.451507568359,-0.0101273192679153,8.01563118966415E-6,1,0.999253354069792,40.0298881530762,1.99474506861148,4.72000008448958,-0.114548907475366,-0.0199311637223379,2.5,-3.71982893945168E-6,-0.0101270316814176,-1.04458226012373E-5,299.944396972656,299.944396972656,-634.259704589844,-614.643310546875,49.822565072813,17.090005943118,48.326545715332,0,0,0,40,299.938507080078,1,6,1,1.90200805664062,52.7859268188477,,,,,,,,,,,,,,,,
,3932117858.5425,299.943878173828,-642.996032714844,-0.0102951693074724,7.9822057259622E-6,1,0.999253354069792,40.0298881530762,1.9947752387677,4.72000008448958,-0.116447682767483,-0.0202701599387751,2.5,-4.52076612144651E-6,-0.0102948764209011,-1.13581990549276E-5,299.943084716797,299.943084716797,-651.732360839844,-634.259704589844,49.8968197821399,17.0885717187715,48.3292465209961,0,0,0,40,299.938934326172,1,6,1,1.89971923828125,53.2746849060059,,,,,,,,,,,,,,,,
,3932117859.5105,299.944244384766,-661.566650390625,-0.0104616104275256,7.47404552789311E-6,1,0.999253354069792,40.0298881530762,1.99472012999205,4.72000008448958,-0.118328845565744,-0.0205874575412387,2.5,-3.72217496792671E-6,-0.0104613132673771,-1.06701494859688E-5,299.944671630859,299.944671630859,-671.400939941406,-651.732360839844,49.5036606369668,17.0893771709162,48.3238410949707,0,0,0,40,299.939392089844,1,6,1,1.90078735351562,52.7859268188477,,,,,,,,,,,,,,,,
,3932117860.4935,299.943603515625,-681.503204345703,-0.0106268266730722,7.683355841333E-6,1,0.999253354069792,40.0298881530762,1.9947310064561,4.72000008448958,-0.12019525022145,-0.0209296966664501,2.5,-5.28375858007644E-6,-0.0106265240340304,-1.2341421391427E-5,299.943817138672,299.943817138672,-691.60546875,-671.400939941406,49.4934994662168,17.0905331353747,48.3269958496094,0,0,0,40,299.939086914063,1,6,1,1.90170288085938,52.7859268188477,,,,,,,,,,,,,,,,
,3932117861.52,299.943450927734,-701.691131591797,-0.0107890473919027,7.1234860373182E-6,1,0.999253354069792,40.0298881530762,1.99472779640492,4.72000008448958,-0.12203190518014,-0.0212374218910434,2.5,-4.32671131257518E-6,-0.0107887408745053,-1.14921296872239E-5,299.943389892578,299.943389892578,-711.776794433594,-691.60546875,49.5677541755437,17.0896856115512,48.3188896179199,0,0,0,40,299.942108154297,1,6,1,1.89865112304687,52.7859268188477,,,,,,,,,,,,,,,,
